driverId,avg_pitstop_time,position
20,30127.0,1
18,29840.5,2
4,29373.5,3
814,30527.5,4
3,29616.5,5
8,29519.5,6
154,31916.5,7
13,30272.0,8
817,30390.5,9
815,30130.0,10
17,29328.333333333332,11
10,31496.0,12
155,32560.333333333332,13
807,31859.0,14
5,30257.0,15
819,30740.5,16
37,36589.333333333336,17
811,30609.666666666668,18
808,34512.0,19
818,30198.5,\N
30,30608.5,\N
813,30585.0,\N
39,32436.0,\N
1,29124.0,\N
