driverId,avg_pitstop_time,position
830,24798.0,1
4,25165.0,2
839,25270.0,3
1,25639.5,4
847,30980.0,5
844,24952.5,6
842,26925.5,7
832,26776.0,8
846,29045.5,9
857,25851.0,10
822,30395.0,11
856,24539.0,12
855,25700.5,13
848,25640.0,14
852,33706.0,15
815,27331.2,16
807,30963.666666666668,17
858,26032.0,18
825,51052.0,\N
840,24656.0,\N
