driverId,avg_pitstop_time,position
817,22739.666666666668,1
4,21943.5,2
1,23582.0,3
3,22897.333333333332,4
13,22413.333333333332,5
8,22684.0,6
20,21889.0,7
822,23534.666666666668,8
818,23466.0,9
18,23918.333333333332,10
16,27228.0,11
825,22679.0,12
813,25600.666666666668,13
826,22812.5,14
824,24207.333333333332,15
820,23928.5,16
821,24050.0,\N
155,34086.0,\N
815,25535.0,\N
807,24040.0,\N
154,23979.0,\N
828,nan,\N
