raceId,driverId,position,relative_diff,driver_avg,race_avg
844,10,\N,nan,nan,23005.060975609755
845,20,1,-0.06273751208071272,20214.5,21567.597402597403
845,1,2,-0.0557942259462096,20364.25,21567.597402597403
845,18,3,-0.05900506110356747,20295.0,21567.597402597403
845,17,4,-0.058506628209103975,20305.75,21567.597402597403
845,4,5,-0.05039260434574474,20480.75,21567.597402597403
845,30,6,-0.05688768725731939,20340.666666666668,21567.597402597403
845,3,7,-0.06378074372028748,20192.0,21567.597402597403
845,2,8,-0.00976452771563885,21357.0,21567.597402597403
845,815,9,0.028765494172655576,22188.0,21567.597402597403
845,155,10,0.027760900741953903,22166.333333333332,21567.597402597403
845,808,11,0.04828551729536551,22609.0,21567.597402597403
845,814,12,-0.060797873995281186,20256.333333333332,21567.597402597403
845,16,13,-0.006688926289337025,21423.333333333332,21567.597402597403
845,67,14,0.025952632566690986,22127.333333333332,21567.597402597403
845,813,15,0.05668932772527329,22790.25,21567.597402597403
845,153,16,-0.005742290171945059,21443.75,21567.597402597403
845,22,17,0.07161913163385429,23112.25,21567.597402597403
845,15,18,0.036864062752465614,22362.666666666668,21567.597402597403
845,10,19,0.013032015519513345,21848.666666666668,21567.597402597403
845,816,20,0.04888827335378648,22622.0,21567.597402597403
845,39,21,0.13733886110617685,24529.666666666668,21567.597402597403
845,13,\N,0.0023369593034283523,21618.0,21567.597402597403
845,5,\N,0.0029551706453985237,21631.333333333332,21567.597402597403
845,24,\N,0.07369400345034186,23157.0,21567.597402597403
846,20,1,0.03585155570037966,28536.0,27548.3488372093
846,4,2,0.029716886758924508,28367.0,27548.3488372093
846,18,3,-0.07591557844601328,25457.0,27548.3488372093
846,17,4,0.16166671872454266,32002.0,27548.3488372093
846,155,5,0.03969933621987223,28642.0,27548.3488372093
846,1,6,-0.058999864086734584,25923.0,27548.3488372093
846,16,7,-0.03957946240816355,26458.0,27548.3488372093
846,2,8,-0.053808990367041766,26066.0,27548.3488372093
846,22,9,-0.0635373411144381,25798.0,27548.3488372093
846,67,10,-0.07221299719140721,25559.0,27548.3488372093
846,3,11,-0.08506313213386357,25205.0,27548.3488372093
846,814,12,0.10782199132912769,30518.666666666668,27548.3488372093
846,15,13,-0.062375746995346,25830.0,27548.3488372093
846,5,14,-0.04976156085833023,26177.5,27548.3488372093
846,816,15,-0.01916081578349774,27020.5,27548.3488372093
846,24,16,0.027212199439632167,28298.0,27548.3488372093
846,39,17,0.23858602929817263,34121.0,27548.3488372093
846,813,18,-0.05339154248049304,26077.5,27548.3488372093
846,808,\N,0.04746749689130065,28856.0,27548.3488372093
846,153,\N,-0.029760362120213147,26728.5,27548.3488372093
846,13,\N,-0.03388039126136794,26615.0,27548.3488372093
846,30,\N,0.2735427523196005,35084.0,27548.3488372093
846,10,\N,-0.026184830222382778,26827.0,27548.3488372093
846,815,\N,nan,nan,27548.3488372093
847,18,1,-0.06950344318091861,23511.166666666668,25267.333333333332
847,20,2,-0.0850373341072794,23118.666666666668,25267.333333333332
847,17,3,-0.014300414237091323,24906.0,25267.333333333332
847,30,4,-0.06629442494920974,23592.25,25267.333333333332
847,808,5,-0.05092873538956751,23980.5,25267.333333333332
847,13,6,-0.025085090103163458,24633.5,25267.333333333332
847,155,7,-0.04412152713648712,24152.5,25267.333333333332
847,153,8,-0.020527162871691946,24748.666666666668,25267.333333333332
847,22,9,-0.049029049365452056,24028.5,25267.333333333332
847,67,10,-0.019198042268013988,24782.25,25267.333333333332
847,3,11,-0.09440384158729317,22882.0,25267.333333333332
847,37,12,0.07504419408458884,27163.5,25267.333333333332
847,24,13,0.2582385689031952,31792.333333333332,25267.333333333332
847,39,14,0.16068837233846078,29327.5,25267.333333333332
847,816,15,-0.01416585314371642,24909.4,25267.333333333332
847,10,16,-0.02039524023112842,24752.0,25267.333333333332
847,15,17,0.3212843988285271,33385.333333333336,25267.333333333332
847,814,18,-0.12163267459961474,22194.0,25267.333333333332
847,813,\N,0.009271523178807937,25501.6,25267.333333333332
847,2,\N,-0.08029471517901898,23238.5,25267.333333333332
847,16,\N,-0.07005422020527158,23497.25,25267.333333333332
847,4,\N,0.0074932059840110725,25456.666666666668,25267.333333333332
847,5,\N,0.7428431967494262,44037.0,25267.333333333332
847,1,\N,nan,nan,25267.333333333332
848,20,1,-0.05520090424320443,20592.666666666668,21795.815384615384
848,4,2,-0.049297630408471745,20721.333333333332,21795.815384615384
848,17,3,-0.06478990086076264,20383.666666666668,21795.815384615384
848,1,4,-0.0581219542495101,20529.0,21795.815384615384
848,13,5,0.019446452200657764,22219.666666666668,21795.815384615384
848,18,6,-0.05484915476600544,20600.333333333332,21795.815384615384
848,3,7,0.0016754568743376638,21832.333333333332,21795.815384615384
848,153,8,-0.025179851037037414,21247.0,21795.815384615384
848,16,9,-0.0518363440265174,20666.0,21795.815384615384
848,2,10,0.007395209242705772,21957.0,21795.815384615384
848,815,11,0.006569362644064395,21939.0,21795.815384615384
848,22,12,-0.02563865470294929,21237.0,21795.815384615384
848,67,13,-0.039938035623869474,20925.333333333332,21795.815384615384
848,814,14,-0.04486252830465689,20818.0,21795.815384615384
848,808,15,-0.015453213319705644,21459.0,21795.815384615384
848,155,16,0.010216851788063808,22018.5,21795.815384615384
848,30,17,0.11694223120693138,24344.666666666668,21795.815384615384
848,813,18,-0.012103946558548951,21532.0,21795.815384615384
848,5,19,0.024646227080992303,22333.0,21795.815384615384
848,15,20,0.042814852251102584,22729.0,21795.815384615384
848,10,21,0.007762252175435272,21965.0,21795.815384615384
848,816,22,0.01379552038217644,22096.5,21795.815384615384
848,24,23,0.06228342114129646,23153.333333333332,21795.815384615384
848,39,24,0.20457373139609966,26254.666666666668,21795.815384615384
849,4,1,-0.049795017074778174,24671.333333333332,25964.222222222223
849,20,2,0.02080212942596216,26504.333333333332,25964.222222222223
849,17,3,-0.05962906221381561,24416.0,25964.222222222223
849,1,4,-0.06916782923510136,24168.333333333332,25964.222222222223
849,13,5,-0.08430404231463816,23775.333333333332,25964.222222222223
849,3,6,-0.05406371160314623,24560.5,25964.222222222223
849,815,7,-0.017783017656775577,25502.5,25964.222222222223
849,2,8,-0.053505250815224385,24575.0,25964.222222222223
849,30,9,0.11235118410804605,28881.333333333332,25964.222222222223
849,153,10,-0.05997569304769813,24407.0,25964.222222222223
849,16,11,-0.010766952815412631,25684.666666666668,25964.222222222223
849,808,12,-0.05539246313302922,24526.0,25964.222222222223
849,22,13,-0.0406991672301201,24907.5,25964.222222222223
849,813,14,-0.045109081727847736,24793.0,25964.222222222223
849,814,15,0.32713391932488295,34458.0,25964.222222222223
849,10,16,-0.02991509684266385,25187.5,25964.222222222223
849,816,17,0.043166237300901224,27085.0,25964.222222222223
849,24,18,0.004228040294764575,26074.0,25964.222222222223
849,817,19,0.017053381148417892,26407.0,25964.222222222223
849,18,\N,-0.06731913145439457,24216.333333333332,25964.222222222223
849,67,\N,-0.019824288122972652,25449.5,25964.222222222223
849,155,\N,0.1554168556731913,29999.5,25964.222222222223
849,15,\N,nan,nan,25964.222222222223
849,5,\N,nan,nan,25964.222222222223
850,1,1,-0.046611442511506535,20627.0,21635.46
850,4,2,-0.06881264985044604,20146.666666666668,21635.46
850,17,3,-0.043807403833028336,20687.666666666668,21635.46
850,20,4,-0.06360514944755818,20259.333333333332,21635.46
850,13,5,-0.03812229244644354,20810.666666666668,21635.46
850,16,6,-0.0358883055872165,20859.0,21635.46
850,3,7,-0.05448432033954126,20456.666666666668,21635.46
850,30,8,-0.06023105894982899,20332.333333333332,21635.46
850,155,9,-0.025927805556248823,21074.5,21635.46
850,808,10,-0.028885912293984004,21010.5,21635.46
850,815,11,0.12990433297928497,24446.0,21635.46
850,153,12,-0.012015459805338049,21375.5,21635.46
850,814,13,0.06794586294906607,23105.5,21635.46
850,813,14,-0.014164709231973766,21329.0,21635.46
850,67,15,0.11518312991727474,24127.5,21635.46
850,5,16,-0.000183032854397324,21631.5,21635.46
850,10,17,0.0053865274877446965,21752.0,21635.46
850,816,18,0.02493776420746316,22175.0,21635.46
850,817,19,0.0716666065801236,23186.0,21635.46
850,812,20,0.18120899671187954,25556.0,21635.46
850,24,\N,0.01906777114976991,22048.0,21635.46
850,18,\N,-0.03158980673394507,20952.0,21635.46
850,22,\N,nan,nan,21635.46
850,2,\N,nan,nan,21635.46
851,18,1,-0.04963503674701161,20965.666666666668,22060.647727272728
851,20,2,-0.07882728930285328,20321.666666666668,22060.647727272728
851,4,3,-0.02364607484429548,21539.0,22060.647727272728
851,1,4,-0.09945225034774141,19866.666666666668,22060.647727272728
851,17,5,-0.06291056112359684,20672.8,22060.647727272728
851,13,6,-0.013616904226314163,21760.25,22060.647727272728
851,814,7,-0.03299907915695898,21332.666666666668,22060.647727272728
851,67,8,-0.03041529282825871,21389.666666666668,22060.647727272728
851,3,9,-0.04226520176558735,21128.25,22060.647727272728
851,153,10,0.021895047931743284,22543.666666666668,22060.647727272728
851,155,11,0.024977459692297997,22611.666666666668,22060.647727272728
851,808,12,0.05037713699373161,23172.0,22060.647727272728
851,22,13,0.11122757151385879,24514.4,22060.647727272728
851,16,14,-0.027793731845630127,21447.5,22060.647727272728
851,815,15,-0.1285047366840482,19225.75,22060.647727272728
851,813,16,-0.05850452548939213,20770.0,22060.647727272728
851,10,17,-0.03653478676465409,21254.666666666668,22060.647727272728
851,817,18,0.028346958822708237,22686.0,22060.647727272728
851,816,19,0.34370487967828356,29643.0,22060.647727272728
851,24,20,0.08284218556592698,23888.2,22060.647727272728
851,5,\N,-0.0028579272944368682,21997.6,22060.647727272728
851,30,\N,-0.047648089950379585,21009.5,22060.647727272728
851,2,\N,0.06082560627031779,23402.5,22060.647727272728
851,15,\N,0.047929339419173454,23118.0,22060.647727272728
852,20,1,-0.0753623090381111,21031.666666666668,22745.846153846152
852,17,2,-0.07758982197933006,20981.0,22745.846153846152
852,18,3,0.017651010948181025,23147.333333333332,22745.846153846152
852,4,4,-0.07154476218819322,21118.5,22745.846153846152
852,30,5,-0.09583491153076126,20566.0,22745.846153846152
852,3,6,-0.027053122125426054,22130.5,22745.846153846152
852,16,7,-0.03815405010551371,21878.0,22745.846153846152
852,13,8,-0.03853507205598542,21869.333333333332,22745.846153846152
852,808,9,-0.04655118770629289,21687.0,22745.846153846152
852,813,10,-0.038857475244846,21862.0,22745.846153846152
852,814,11,-0.061718792273145334,21342.0,22745.846153846152
852,155,12,-0.0013561225041934346,22715.0,22745.846153846152
852,811,13,-0.0398393395018306,21839.666666666668,22745.846153846152
852,15,14,-0.04063802012878085,21821.5,22745.846153846152
852,5,15,0.06765281460238455,24284.666666666668,22745.846153846152
852,22,16,0.3342949064805297,30349.666666666668,22745.846153846152
852,816,17,-0.009643349926951943,22526.5,22745.846153846152
852,10,18,0.043388310968021274,23732.75,22745.846153846152
852,24,19,0.15900282722796394,26362.5,22745.846153846152
852,815,\N,-0.061161914037840555,21354.666666666668,22745.846153846152
852,817,\N,0.04546561333261193,23780.0,22745.846153846152
852,1,\N,-0.03740666089497316,21895.0,22745.846153846152
852,67,\N,nan,nan,22745.846153846152
852,153,\N,nan,nan,22745.846153846152
853,20,1,-0.5774856989993878,21751.0,51479.91428571429
853,18,2,-0.5750284299507659,21877.5,51479.91428571429
853,4,3,-0.5675206474425254,22264.0,51479.91428571429
853,1,4,-0.573047074670454,21979.5,51479.91428571429
853,30,5,-0.5656267048951685,22361.5,51479.91428571429
853,13,6,-0.5729499494116151,21984.5,51479.91428571429
853,153,7,-0.5700556166982185,22133.5,51479.91428571429
853,814,8,-0.5635287993042501,22469.5,51479.91428571429
853,811,9,-0.5600096274256571,22650.666666666668,51479.91428571429
853,67,10,-0.5306907492908469,24160.0,51479.91428571429
853,813,11,-0.5563609552019456,22838.5,51479.91428571429
853,22,12,-0.4894028017584667,26285.5,51479.91428571429
853,5,13,-0.5541076491968852,22954.5,51479.91428571429
853,15,14,-0.4773592696624537,26905.5,51479.91428571429
853,10,15,-0.5344689218596768,23965.5,51479.91428571429
853,817,\N,9.057271990129854,517747.5,51479.91428571429
853,815,\N,nan,nan,51479.91428571429
853,155,\N,-0.5096242806487079,25244.5,51479.91428571429
853,16,\N,nan,nan,51479.91428571429
853,17,\N,nan,nan,51479.91428571429
853,816,\N,nan,nan,51479.91428571429
853,808,\N,nan,nan,51479.91428571429
853,3,\N,nan,nan,51479.91428571429
853,24,\N,nan,nan,51479.91428571429
854,20,1,-0.025231788232627658,30542.666666666668,31333.260869565216
854,18,2,-0.03834883984468041,30131.666666666668,31333.260869565216
854,17,3,-0.020433904796264522,30693.0,31333.260869565216
854,4,4,-0.03212542119662619,30326.666666666668,31333.260869565216
854,1,5,-0.05198504159352812,29704.4,31333.260869565216
854,814,6,-0.0350828748447614,30234.0,31333.260869565216
854,3,7,-0.05077440049583833,29742.333333333332,31333.260869565216
854,16,8,0.023449175414374267,32068.0,31333.260869565216
854,13,9,-0.009822178127146416,31025.5,31333.260869565216
854,815,10,0.023736410121207537,32077.0,31333.260869565216
854,813,11,-0.02604030074075102,30517.333333333332,31333.260869565216
854,67,12,0.03149174720570588,32320.0,31333.260869565216
854,22,13,-0.026593493509466912,30500.0,31333.260869565216
854,155,14,-0.06130102058515395,29412.5,31333.260869565216
854,811,15,0.06973385692381347,33518.25,31333.260869565216
854,5,16,0.010959784828364622,31676.666666666668,31333.260869565216
854,808,17,-0.022157313037264155,30639.0,31333.260869565216
854,816,18,0.01098638063455285,31677.5,31333.260869565216
854,817,19,0.1915985004590667,37336.666666666664,31333.260869565216
854,24,20,0.12546536879132472,35264.5,31333.260869565216
854,153,21,-0.07358296388289512,29027.666666666668,31333.260869565216
854,15,\N,0.01631086103344365,31844.333333333332,31333.260869565216
854,30,\N,-0.057183989787210385,29541.5,31333.260869565216
854,10,\N,nan,nan,31333.260869565216
855,18,1,-0.053498357433353086,20935.0,22118.292307692307
855,4,2,-0.04759072836104787,21065.666666666668,22118.292307692307
855,20,3,-0.010246073153975964,21891.666666666668,22118.292307692307
855,17,4,-0.025783740433431682,21548.0,22118.292307692307
855,1,5,-0.01734427033013854,21734.666666666668,22118.292307692307
855,30,6,-0.03374095510225088,21372.0,22118.292307692307
855,13,7,-0.04111042096030502,21209.0,22118.292307692307
855,815,8,0.04248554450927846,23058.0,22118.292307692307
855,808,9,-0.04748523498475676,21068.0,22118.292307692307
855,3,10,-0.06489164207279875,20683.0,22118.292307692307
855,16,11,-0.025135709693357447,21562.333333333332,22118.292307692307
855,814,12,-0.013169746725473979,21827.0,22118.292307692307
855,155,13,0.052567697186248236,23281.0,22118.292307692307
855,813,14,-0.04413958790809414,21142.0,22118.292307692307
855,153,15,0.003151585635001756,22188.0,22118.292307692307
855,811,16,0.09395877689820263,24196.5,22118.292307692307
855,22,17,0.0060451182418451,22252.0,22118.292307692307
855,5,18,-0.013441015407365543,21821.0,22118.292307692307
855,15,19,-0.0049714043394178935,22008.333333333332,22118.292307692307
855,10,20,0.05743546297796913,23388.666666666668,22118.292307692307
855,816,21,0.048001341041073585,23180.0,22118.292307692307
855,817,22,0.05199501885781044,23268.333333333332,22118.292307692307
855,24,23,0.13919282960362084,25197.0,22118.292307692307
855,67,\N,-0.012175094891871581,21849.0,22118.292307692307
856,20,1,-0.08051362090095245,20077.5,21835.56
856,1,2,-0.051318125113347275,20715.0,21835.56
856,17,3,-0.046784236355742706,20814.0,21835.56
856,18,4,-0.049165672874888544,20762.0,21835.56
856,4,5,-0.04703611906449852,20808.5,21835.56
856,13,6,0.02406350008884584,22361.0,21835.56
856,153,7,0.021865250994249685,22313.0,21835.56
856,3,8,-0.0643015338283058,20431.5,21835.56
856,67,9,0.009591693549421158,22045.0,21835.56
856,814,10,-0.012276305256196832,21567.5,21835.56
856,16,11,0.07018093421922765,23368.0,21835.56
856,22,12,0.00911082655997825,22034.5,21835.56
856,811,13,-0.014085281073624917,21528.0,21835.56
856,5,14,0.021727860425837426,22310.0,21835.56
856,155,15,0.048335833841678374,22891.0,21835.56
856,815,16,-0.014131077929762337,21527.0,21835.56
856,15,17,0.037115604088010505,22646.0,21835.56
856,10,18,0.030749841084909142,22507.0,21835.56
856,817,19,0.03755067422131599,22655.5,21835.56
856,816,20,0.129281777064568,24658.5,21835.56
856,24,21,0.09935353157876411,24005.0,21835.56
856,813,\N,-0.12088354958608807,19196.0,21835.56
856,808,\N,-0.01637512388049591,21478.0,21835.56
856,30,\N,-0.07316322549089656,20238.0,21835.56
857,20,1,-0.09954651222039165,21432.0,23801.340425531915
857,18,2,-0.09816003568545664,21465.0,23801.340425531915
857,4,3,-0.08349699596750763,21814.0,23801.340425531915
857,17,4,-0.10442018731289048,21316.0,23801.340425531915
857,30,5,-0.10981904291104648,21187.5,23801.340425531915
857,3,6,-0.07301439307458993,22063.5,23801.340425531915
857,1,7,0.006876065445983295,23965.0,23801.340425531915
857,153,8,-0.034928302804329805,22970.0,23801.340425531915
857,16,9,-0.088265634958875,21700.5,23801.340425531915
857,815,10,-0.0028922919592406196,23732.5,23801.340425531915
857,808,11,0.04313452755655636,24828.0,23801.340425531915
857,811,12,-0.0784762703334248,21933.5,23801.340425531915
857,814,13,-0.06645313795724593,22219.666666666668,23801.340425531915
857,5,14,-0.07091367105196113,22113.5,23801.340425531915
857,22,15,0.1761732532496382,27994.5,23801.340425531915
857,816,16,-0.05133494180106072,22579.5,23801.340425531915
857,39,17,0.0010150510028489464,23825.5,23801.340425531915
857,817,18,0.3455404651207141,32025.666666666668,23801.340425531915
857,15,19,0.22931451801540467,29259.333333333332,23801.340425531915
857,13,\N,-0.09828607900681438,21462.0,23801.340425531915
857,67,\N,-0.05135594902128701,22579.0,23801.340425531915
857,813,\N,nan,nan,23801.340425531915
857,10,\N,0.1502713507106251,27378.0,23801.340425531915
857,155,\N,nan,nan,23801.340425531915
858,1,1,-0.07963400896447535,19394.5,21072.595238095237
858,4,2,-0.014715569420450103,20762.5,21072.595238095237
858,18,3,-0.02221345936778635,20604.5,21072.595238095237
858,17,4,0.02355688781073145,21569.0,21072.595238095237
858,13,5,-0.03889389175062617,20253.0,21072.595238095237
858,3,6,-0.05820807661496702,19846.0,21072.595238095237
858,30,7,-0.04382921171596143,20149.0,21072.595238095237
858,16,8,-0.027884331827955224,20485.0,21072.595238095237
858,814,9,-0.04064972673829352,20216.0,21072.595238095237
858,155,10,0.018882570343562964,21470.5,21072.595238095237
858,815,11,0.05902950006157858,22316.5,21072.595238095237
858,22,12,0.06187680004157969,22376.5,21072.595238095237
858,808,13,-0.03414839178395766,20353.0,21072.595238095237
858,813,14,-0.21466721051602788,16549.0,21072.595238095237
858,153,15,0.540792656677766,32468.5,21072.595238095237
858,811,16,-0.1431050710186667,18057.0,21072.595238095237
858,5,17,-0.008237961965947583,20899.0,21072.595238095237
858,15,18,-0.012580094435449272,20807.5,21072.595238095237
858,10,19,0.00493080044155754,21176.5,21072.595238095237
858,24,20,0.00827637791805884,21247.0,21072.595238095237
858,817,\N,0.06500883001958091,22442.5,21072.595238095237
858,67,\N,nan,nan,21072.595238095237
858,816,\N,nan,nan,21072.595238095237
858,20,\N,nan,nan,21072.595238095237
859,17,1,-0.038467320555171575,20842.0,21675.810344827587
859,20,2,-0.020828610525372538,21224.333333333332,21675.810344827587
859,18,3,-0.006173256856324063,21542.0,21675.810344827587
859,4,4,-0.04364974887255801,20729.666666666668,21675.810344827587
859,13,5,-0.013900764955691147,21374.5,21675.810344827587
859,16,6,-0.0291020420825058,21045.0,21675.810344827587
859,3,7,-0.04430331920932045,20715.5,21675.810344827587
859,814,8,-0.019367688596138907,21256.0,21675.810344827587
859,155,9,0.06911804593870328,23174.0,21675.810344827587
859,808,10,0.015755950207750433,22017.333333333332,21675.810344827587
859,153,11,0.029442481965833482,22314.0,21675.810344827587
859,67,12,0.035209279054913396,22439.0,21675.810344827587
859,815,13,0.004760590424571452,21779.0,21675.810344827587
859,22,14,0.011342428168908049,21921.666666666668,21675.810344827587
859,30,15,0.04011490111202398,22545.333333333332,21675.810344827587
859,5,16,0.02026174100001826,22115.0,21675.810344827587
859,811,17,-0.061788247983410746,20336.5,21675.810344827587
859,15,18,0.0189007768869954,22085.5,21675.810344827587
859,816,19,0.04727341856526857,22700.5,21675.810344827587
859,817,20,0.06978699440103656,23188.5,21675.810344827587
859,24,\N,0.053293954726268,22831.0,21675.810344827587
859,1,\N,-0.043849664504979555,20725.333333333332,21675.810344827587
859,813,\N,-0.005296703698783917,21561.0,21675.810344827587
859,10,\N,0.035809025952177706,22452.0,21675.810344827587
860,18,1,-0.0668204038760731,23056.0,24706.926829268294
860,20,2,-0.020780683604084603,24193.5,24706.926829268294
860,1,3,-0.062489634584554185,23163.0,24706.926829268294
860,17,4,-0.06469549370967363,23108.5,24706.926829268294
860,4,5,-0.11067450226262215,21972.5,24706.926829268294
860,155,6,0.0019052620771897284,24754.0,24706.926829268294
860,8,7,-0.024747182581363613,24095.5,24706.926829268294
860,815,8,-0.033388483924721456,23882.0,24706.926829268294
860,817,9,0.0782940961226106,26641.333333333332,24706.926829268294
860,814,10,0.0019862110359097082,24756.0,24706.926829268294
860,818,11,-0.053463825687276444,23386.0,24706.926829268294
860,3,12,-0.06463478199063365,23110.0,24706.926829268294
860,813,13,-0.057086291589995536,23296.5,24706.926829268294
860,10,14,0.03954652788198033,25684.0,24706.926829268294
860,819,15,0.23278518383969202,30458.333333333332,24706.926829268294
860,811,16,0.06938971066341282,26421.333333333332,24706.926829268294
860,13,\N,-0.09682548457494557,22314.666666666668,24706.926829268294
860,5,\N,0.050515111788537584,25955.0,24706.926829268294
860,808,\N,-0.005177771810808502,24579.0,24706.926829268294
860,30,\N,nan,nan,24706.926829268294
860,154,\N,nan,nan,24706.926829268294
860,807,\N,nan,nan,24706.926829268294
860,37,\N,nan,nan,24706.926829268294
860,39,\N,nan,nan,24706.926829268294
861,4,1,-0.09377718178565468,23350.333333333332,25766.657894736843
861,815,2,-0.03319501368387485,24911.333333333332,25766.657894736843
861,1,3,0.01642984150263544,26190.0,25766.657894736843
861,17,4,-0.041383890986549765,24700.333333333332,25766.657894736843
861,8,5,0.0034932264905108176,25856.666666666668,25766.657894736843
861,811,6,0.029227387903379774,26519.75,25766.657894736843
