driverId,avg_pitstop_time,position
1,22957.5,1
3,23159.5,2
20,23102.0,3
8,23149.0,4
822,23565.0,5
807,27667.0,6
154,24173.5,7
813,24045.5,8
830,25885.0,9
832,31523.0,10
4,23703.5,11
815,24537.0,12
826,23293.333333333332,13
828,23429.5,14
817,24656.0,15
18,23572.0,16
13,28523.666666666668,17
834,25117.0,18
829,28427.333333333332,19
831,24439.5,\N
