driverId,avg_pitstop_time,position
832,1029587.0,1
815,1033409.6666666666,2
1,1035240.3333333334,3
844,1532582.5,4
4,1037758.0,5
846,1033607.0,6
830,781180.75,7
854,1041717.6666666666,8
20,1041895.6666666666,9
825,1546543.0,10
840,1042476.3333333334,11
849,1036390.3333333334,12
817,788380.0,13
852,1025356.0,14
839,1490551.0,\N
842,1539291.0,\N
822,3055732.0,\N
847,nan,\N
855,nan,\N
848,nan,\N
