driverId,avg_pitstop_time,position
20,23529.0,1
822,23775.0,2
830,23137.0,3
817,23279.0,4
1,23335.0,5
8,23645.0,6
807,24521.0,7
832,24416.0,8
839,25353.0,9
844,23666.0,10
842,24107.0,11
154,24400.0,12
825,24008.0,13
815,23902.0,14
828,23529.0,15
838,32272.5,16
845,23531.0,17
4,23099.0,\N
843,nan,\N
840,nan,\N
