driverId,avg_pitstop_time,position
1,22178.0,1
830,21023.0,2
844,21485.5,3
822,21145.0,4
20,23814.5,5
848,22028.0,6
815,22230.0,7
846,22974.0,8
826,21496.0,9
832,21697.0,10
817,21764.0,11
807,21578.0,12
8,22410.0,13
825,21531.0,14
154,21968.0,15
841,22082.5,16
847,22272.0,17
842,nan,18
9,21688.0,19
840,25310.0,\N
