driverId,avg_pitstop_time,position
1,24457.5,1
830,24307.5,2
822,27241.666666666668,3
846,25269.5,4
815,24096.333333333332,5
844,24550.5,6
817,24671.5,7
832,24347.0,8
852,24687.0,9
840,25204.5,10
8,24076.5,11
841,28110.5,12
839,24848.5,13
847,24434.5,14
20,24626.0,15
854,25570.5,16
842,29212.666666666668,17
849,25014.5,18
4,24574.0,\N
853,nan,\N
