driverId,avg_pitstop_time,position
830,23960.5,1
832,24548.0,2
1,23843.0,3
847,24010.0,4
844,26199.0,5
839,24814.5,6
822,26089.0,7
855,24130.5,8
4,24459.0,9
840,25252.0,10
817,26385.0,11
20,23543.5,12
848,23667.0,13
842,23585.0,14
846,33583.0,15
849,27027.0,16
825,38262.0,17
852,23349.0,\N
854,nan,\N
815,nan,\N
