driverId,avg_pitstop_time,position
1,29751.0,1
822,29436.0,2
844,29474.5,3
830,29978.0,4
848,29854.0,5
832,30103.0,6
815,30271.0,7
846,29290.0,8
825,30509.0,9
807,32025.0,10
840,30168.0,11
826,30162.0,12
8,30775.0,13
842,29935.0,14
841,34210.0,15
9,30382.0,\N
847,29857.0,\N
20,29860.0,\N
817,36031.0,\N
154,nan,\N
