driverId,avg_pitstop_time,position
1,22641.0,1
830,23432.0,2
8,22766.0,3
817,23300.0,4
822,22841.0,5
20,22617.0,6
844,23593.0,7
154,23403.0,8
825,23115.0,9
815,23505.0,10
843,23422.0,11
832,23854.5,12
842,23757.0,13
838,22618.0,14
839,29212.0,15
845,23273.0,16
4,28399.5,17
840,24445.5,18
807,nan,\N
828,23377.0,\N
