driverId,avg_pitstop_time,position
20,19422.0,1
826,19922.2,2
817,22379.4,3
830,20382.0,4
4,20140.8,5
1,21281.166666666668,6
154,21932.4,7
3,20554.2,8
18,19277.75,9
828,20800.0,10
831,20842.8,11
13,20998.8,12
822,21771.2,13
813,19607.0,14
833,21791.6,15
829,20789.8,16
832,20368.0,\N
8,27620.8,\N
815,23238.0,\N
807,22397.5,\N
