driverId,avg_pitstop_time,position
17,25566.0,1
3,24874.0,2
4,25220.0,3
20,25079.0,4
1,25748.0,5
13,24993.0,6
814,25642.0,7
807,26447.0,8
8,26380.0,9
811,26410.0,10
815,22671.5,11
818,26110.0,12
5,28679.5,13
10,31035.0,14
39,27139.5,15
18,25219.0,16
817,25335.0,\N
819,27186.0,\N
30,25117.0,\N
808,39391.0,\N
155,28390.0,\N
37,nan,\N
813,nan,\N
154,nan,\N
