driverId,avg_pitstop_time,position
822,20006.0,1
1,19993.0,2
20,19981.0,3
830,20973.0,4
844,20119.5,5
815,20939.0,6
832,19755.0,7
846,20949.5,8
840,23099.0,9
8,21401.0,10
848,20720.0,11
841,20776.0,12
825,20488.5,13
807,21097.5,14
847,20613.0,15
9,18936.333333333332,16
842,nan,\N
154,20906.0,\N
826,21013.0,\N
817,20884.0,\N
