driverId,avg_pitstop_time,position
20,28425.5,1
1,28982.0,2
8,33779.0,3
822,27894.0,4
817,28097.5,5
807,28719.0,6
839,29410.0,7
4,28377.0,8
825,28450.0,9
815,28743.5,10
838,28471.0,11
840,27774.0,12
842,29221.0,13
845,28224.0,14
843,nan,\N
830,28229.0,\N
154,29254.0,\N
832,28576.0,\N
828,28207.0,\N
844,27865.0,\N
