driverId,avg_pitstop_time,position
20,20077.5,1
1,20715.0,2
17,20814.0,3
18,20762.0,4
4,20808.5,5
13,22361.0,6
153,22313.0,7
3,20431.5,8
67,22045.0,9
814,21567.5,10
16,23368.0,11
22,22034.5,12
811,21528.0,13
5,22310.0,14
155,22891.0,15
815,21527.0,16
15,22646.0,17
10,22507.0,18
817,22655.5,19
816,24658.5,20
24,24005.0,21
813,19196.0,\N
808,21478.0,\N
30,20238.0,\N
