driverId,avg_pitstop_time,position
830,22688.0,1
815,21884.0,2
4,22631.0,3
847,22335.0,4
832,22278.0,5
1,22150.0,6
844,22068.0,7
842,22417.0,8
839,21942.0,9
825,22616.0,10
852,22390.0,11
840,22651.0,12
822,23158.0,13
848,22482.0,14
807,23120.0,15
855,22796.0,16
846,24090.0,17
856,23487.0,18
857,22205.0,19
858,48938.0,20
