driverId,avg_pitstop_time,position
1,21952.5,1
154,21830.0,2
815,21407.0,3
20,22033.5,4
4,21133.0,5
3,21200.5,6
17,21226.5,7
8,21534.0,8
155,21453.0,9
13,21121.5,10
814,21611.5,11
807,24121.5,12
813,22704.0,13
817,21623.5,14
818,20027.333333333332,15
18,21652.0,16
811,22781.0,17
5,21718.5,18
808,21645.5,19
819,23291.0,20
10,25520.0,21
30,22165.5,\N
37,nan,\N
39,nan,\N
