driverId,avg_pitstop_time,position
20,24544.0,1
1,24956.0,2
3,27533.0,3
8,25560.666666666668,4
822,26529.333333333332,5
13,25863.333333333332,6
830,26646.333333333332,7
832,25145.5,8
826,27131.0,9
817,25903.666666666668,10
154,25004.0,11
831,27548.5,12
815,30522.0,13
807,28741.333333333332,14
833,27915.333333333332,15
813,32986.333333333336,\N
18,28151.333333333332,\N
4,25222.0,\N
828,nan,\N
829,nan,\N
