driverId,avg_pitstop_time,position
822,23078.5,1
20,23622.5,2
1,23586.5,3
848,23327.5,4
832,23476.0,5
844,25787.333333333332,6
842,23180.0,7
815,23090.5,8
840,23292.0,9
826,23293.0,10
846,24648.0,11
8,23816.0,12
154,23478.0,13
841,23381.5,14
825,24064.5,15
847,23792.0,16
9,24852.0,17
830,nan,\N
817,23292.0,\N
807,24132.0,\N
