driverId,avg_pitstop_time,position
1,30216.0,1
20,29367.0,2
815,30545.0,3
13,30741.0,4
8,29386.0,8
831,30362.0,6
813,29952.0,7
18,29719.0,9
830,33787.5,10
4,29539.0,11
822,30316.0,12
833,35072.0,13
829,31410.5,14
817,29732.0,15
832,30288.0,\N
154,54445.0,\N
3,nan,\N
807,nan,\N
828,nan,\N
826,30418.0,5
