driverId,avg_pitstop_time,position
20,28860.5,1
4,29306.0,2
8,31241.0,3
3,29414.0,4
1,29558.5,5
13,29249.666666666668,6
18,29684.5,7
815,29052.5,8
807,30081.5,9
16,30358.0,10
813,30195.0,11
821,30535.0,12
822,32139.333333333332,13
818,30149.666666666668,14
17,28970.0,15
823,32667.333333333332,16
820,30452.333333333332,17
824,30265.0,18
819,31798.333333333332,19
814,29722.0,20
154,44334.666666666664,\N
817,32097.0,\N
